id	names	class
GO:0097583	dolichyl phosphate mannose protein mannosyltransferase pmt1p pmt3p dimer complex	CC
GO:0097584	dolichyl phosphate mannose protein mannosyltransferase pmt5p pmt2p dimer complex	CC
GO:0097585	dolichyl phosphate mannose protein mannosyltransferase pmt5p pmt3p dimer complex	CC
GO:0097586	dolichyl phosphate mannose protein mannosyltransferase pmt4p homodimer complex	CC
GO:0097587	mutlgamma complex	CC
GO:0097588	archaeal or bacterial type flagellum dependent cell motility	BP
GO:0097589	archaeal type flagellum	CC
GO:0097590	archaeal type flagellum dependent cell motility	BP
GO:0097591	ventral disc lateral crest	CC
GO:0097592	ventral disc overlap zone	CC
GO:0097593	ventral disc microtubule array	CC
GO:0097594	ventral disc dorsal microribbon	CC
GO:0097595	ventral disc crossbridge	CC
GO:0097596	ventral disc supernumerary microtubule array	CC
GO:0097597	ventral disc	CC
GO:0097598	sperm cytoplasmic droplet	CC
GO:0097599	xylanase activity	MF
GO:0097600	exoxylanase activity	MF
GO:0097601	retina blood vessel maintenance	BP
GO:0097602	cullin family protein binding	MF
GO:0097603	temperature gated ion channel activity	MF
GO:0097604	temperature gated cation channel activity	MF
GO:0097608	transverse flagellum	CC
GO:0097609	longitudinal flagellum	CC
GO:0097610	cell surface furrow	CC
GO:0097611	dinoflagellate cingulum	CC
GO:0097612	dinoflagellate sulcus	CC
GO:0097613	dinoflagellate epicone	CC
GO:0097614	dinoflagellate hypocone	CC
GO:0097615	modulation by host of symbiont type iv pilus dependent motility	BP
GO:0097616	positive regulation by host of symbiont type iv pilus dependent motility	BP
GO:0097617	annealing activity	MF
GO:0097618	dinoflagellate sulcal notch	CC
GO:0097619	ptex complex	CC
GO:0097620	r mandelate dehydrogenase activity	MF
GO:0097621	monoamine oxidase activity	MF
GO:0097622	cytoplasmic translational elongation through polyproline stretches	BP
GO:0097623	potassium ion export across plasma membrane	BP
GO:0097624	udp galactose transmembrane import into golgi lumen	BP
GO:0097625	low affinity basic amino acid transmembrane transporter activity	MF
GO:0097626	low affinity l arginine transmembrane transporter activity	MF
GO:0097627	high affinity l ornithine transmembrane transporter activity	MF
GO:0097628	distal tip cell migration	BP
GO:0097629	extrinsic component of omegasome membrane	CC
GO:0097630	intrinsic component of omegasome membrane	CC
GO:0097631	integral component of omegasome membrane	CC
GO:0097632	extrinsic component of phagophore assembly site membrane	CC
GO:0097633	intrinsic component of phagophore assembly site membrane	CC
GO:0097634	integral component of phagophore assembly site membrane	CC
GO:0097635	extrinsic component of autophagosome membrane	CC
GO:0097636	intrinsic component of autophagosome membrane	CC
GO:0097637	integral component of autophagosome membrane	CC
GO:0097638	l arginine import across plasma membrane	BP
GO:0097639	l lysine import across plasma membrane	BP
GO:0097640	l ornithine import across plasma membrane	BP
GO:0097641	alpha ketoglutarate dependent xanthine dioxygenase activity	MF
GO:0097642	calcitonin family receptor activity	MF
GO:0097643	amylin receptor activity	MF
GO:0097644	calcitonin family binding	MF
GO:0097645	amylin binding	MF
GO:0097646	calcitonin family receptor signaling pathway	BP
GO:0097647	amylin receptor signaling pathway	BP
GO:0097648	g protein coupled receptor complex	CC
GO:0097649	a axonemal microtubule	CC
GO:0097650	b axonemal microtubule	CC
GO:0097651	phosphatidylinositol 3 kinase complex class i	CC
GO:0097652	phosphatidylinositol 3 kinase complex class ii	CC
GO:0097653	unencapsulated part of cell	CC
GO:0097654	platelet snare complex	CC
GO:0097655	serpin family protein binding	MF
GO:0097656	cell cell self recognition	BP
GO:0097657	3 5 nucleotide bisphosphate phosphatase activity	MF
GO:0097658	asi complex	CC
GO:0097659	nucleic acid templated transcription	BP
GO:0097660	scf cdc4 ubiquitin ligase complex	CC
GO:0097661	scf ctf13 ubiquitin ligase complex	CC
GO:0097662	scf das1 ubiquitin ligase complex	CC
GO:0097663	scf dia2 pof3 ubiquitin ligase complex	CC
GO:0097664	scf grr1 pof2 ubiquitin ligase complex	CC
GO:0097665	scf mdm30 ubiquitin ligase complex	CC
GO:0097666	scf met30 pof1 ubiquitin ligase complex	CC
GO:0097667	scf rcy1 pof6 ubiquitin ligase complex	CC
GO:0097668	scf saf1 pof9 ubiquitin ligase complex	CC
GO:0097669	scf skp2 ubiquitin ligase complex	CC
GO:0097670	scf ufo1 pof10 ubiquitin ligase complex	CC
GO:0097671	scf ydr131c ubiquitin ligase complex	CC
GO:0097672	scf pof5 ubiquitin ligase complex	CC
GO:0097673	scf ucc1 ubiquitin ligase complex	CC
GO:0097674	scf ylr352w ubiquitin ligase complex	CC
GO:0097675	scf hrt3 pof7 ubiquitin ligase complex	CC
GO:0097676	histone h3 k36 dimethylation	BP
GO:0097677	stat family protein binding	MF
GO:0097678	socs family protein binding	MF
GO:0097679	other organism cytoplasm	CC
GO:0097680	double strand break repair via classical nonhomologous end joining	BP
GO:0097681	double strand break repair via alternative nonhomologous end joining	BP
GO:0097682	intracellular phosphatidylinositol 3 5 bisphosphate sensitive cation channel activity	MF
GO:0097683	dinoflagellate apex	CC
GO:0097684	dinoflagellate antapex	CC
GO:0097685	dinoflagellate apical groove	CC
GO:0097686	dinoflagellate apical horn	CC
GO:0097687	dinoflagellate antapical horn	CC
GO:0097688	glutamate receptor clustering	BP
GO:0097689	iron channel activity	MF
GO:0097690	iron channel inhibitor activity	MF
GO:0097691	bacterial extracellular vesicle	CC
GO:0097692	histone h3 k4 monomethylation	BP
GO:0097693	ocelloid	CC
GO:0097694	establishment of rna localization to telomere	BP
GO:0097695	establishment of protein containing complex localization to telomere	BP
GO:0097696	receptor signaling pathway via stat	BP
GO:0097697	trna 5 carboxymethoxyuridine methyltransferase activity	MF
GO:0097698	telomere maintenance via base excision repair	BP
GO:0097699	vascular endothelial cell response to fluid shear stress	BP
GO:0097700	vascular endothelial cell response to laminar fluid shear stress	BP
GO:0097701	response to pulsatile fluid shear stress	BP
GO:0097702	response to oscillatory fluid shear stress	BP
GO:0097703	cellular response to pulsatile fluid shear stress	BP
GO:0097704	cellular response to oscillatory fluid shear stress	BP
GO:0097705	vascular endothelial cell response to pulsatile fluid shear stress	BP
GO:0097706	vascular endothelial cell response to oscillatory fluid shear stress	BP
GO:0097707	ferroptosis	BP
GO:0097708	intracellular vesicle	CC
GO:0097709	connective tissue replacement	BP
GO:0097710	viral terminase small subunit	CC
GO:0097711	ciliary basal body plasma membrane docking	BP
GO:0097712	vesicle targeting trans golgi to periciliary membrane compartment	BP
GO:0097713	dolichol phosphate mannose synthase regulator activity	MF
GO:0097714	response to viscosity	BP
GO:0097715	cellular response to viscosity	BP
GO:0097716	copper ion transport across blood brain barrier	BP
GO:0097717	copper ion transport across blood cerebrospinal fluid barrier	BP
GO:0097718	disordered domain specific binding	MF
GO:0097719	neural tissue regeneration	BP
GO:0097720	calcineurin mediated signaling	BP
GO:0097721	ciliary vesicle	CC
GO:0097722	sperm motility	BP
GO:0097723	amoeboid sperm motility	BP
GO:0097724	sperm flagellum movement	BP
GO:0097725	histone h3 k79 dimethylation	BP
GO:0097726	lem domain binding	MF
GO:0097727	blepharoplast	CC
GO:0097728	9+0 motile cilium	CC
GO:0097729	9+2 motile cilium	CC
GO:0097730	non motile cilium	CC
GO:0097731	9+0 non motile cilium	CC
GO:0097732	9+2 non motile cilium	CC
GO:0097733	photoreceptor cell cilium	CC
GO:0097734	extracellular exosome biogenesis	BP
GO:0097735	dim dip cell wall layer	CC
GO:0097736	aerial mycelium formation	BP
GO:0097737	acquisition of mycelium reproductive competence	BP
GO:0097738	substrate mycelium formation	BP
GO:0097739	negative regulation of ferrichrome biosynthetic process in response to iron	BP
GO:0097740	paraflagellar rod	CC
GO:0097741	mastigoneme	CC
GO:0097742	de novo centriole assembly	BP
GO:0097743	de novo centriole assembly via blepharoplast	BP
GO:0097744	urate salt excretion	BP
GO:0097745	mitochondrial trna 5 end processing	BP
GO:0097746	regulation of blood vessel diameter	BP
GO:0097747	rna polymerase activity	MF
GO:0097748	3 5 rna polymerase activity	MF
GO:0097749	membrane tubulation	BP
GO:0097750	endosome membrane tubulation	BP
GO:0097751	spore bearing structure formation	BP
GO:0097752	regulation of dna stability	BP
GO:0097753	membrane bending	BP
GO:0097754	clathrin mediated membrane bending	BP
GO:0097755	positive regulation of blood vessel diameter	BP
GO:0097756	negative regulation of blood vessel diameter	BP
GO:0098001	receptor mediated bacteriophage reversible attachment to host cell	BP
GO:0098002	receptor mediated bacteriophage irreversible attachment to host cell	BP
GO:0098003	viral tail assembly	BP
GO:0098004	virus tail fiber assembly	BP
GO:0098005	viral head tail joining	BP
GO:0098006	viral dna genome packaging headful	BP
GO:0098009	viral terminase large subunit	CC
GO:0098015	virus tail	CC
GO:0098017	viral capsid major subunit	CC
GO:0098018	viral capsid minor subunit	CC
GO:0098021	viral capsid decoration	CC
GO:0098022	viral capsid fiber	CC
GO:0098023	virus tail tip	CC
GO:0098024	virus tail fiber	CC
GO:0098025	virus tail baseplate	CC
GO:0098026	virus tail tube	CC
GO:0098027	virus tail sheath	CC
GO:0098028	virus tail shaft	CC
GO:0098029	icosahedral viral capsid spike	CC
GO:0098030	icosahedral viral capsid neck	CC
GO:0098031	icosahedral viral capsid collar	CC
GO:0098032	icosahedral viral capsid collar fiber	CC
GO:0098033	icosahedral viral capsid neck fiber	CC
GO:0098035	viral dna genome packaging via site specific sequence recognition	BP
GO:0098036	viral dna genome packaging 3 extended cos packaging	BP
GO:0098037	viral dna genome packaging 5 extended cos packaging	BP
GO:0098038	non replicative transposition dna mediated	BP
GO:0098039	replicative transposition dna mediated	BP
GO:0098045	virus baseplate assembly	BP
GO:0098046	type v protein secretion system complex	CC
GO:0098061	viral capsid internal space	CC
GO:0098501	polynucleotide dephosphorylation	BP
GO:0098502	dna dephosphorylation	BP
GO:0098503	dna 3 dephosphorylation	BP
GO:0098504	dna 3 dephosphorylation involved in dna repair	BP
GO:0098505	g rich strand telomeric dna binding	MF
GO:0098506	polynucleotide 3 dephosphorylation	BP
GO:0098507	polynucleotide 5 dephosphorylation	BP
GO:0098508	endothelial to hematopoietic transition	BP
GO:0098509	sensory perception of humidity	BP
GO:0098510	sensory perception of high humidity	BP
GO:0098511	sensory perception of low humidity	BP
GO:0098512	detection of humidity stimulus involved in sensory perception	BP
GO:0098513	detection of humidity	BP
GO:0098514	detection of high humidity stimulus involved in sensory perception	BP
GO:0098515	detection of low humidity stimulus involved in sensory perception	BP
GO:0098516	detection of high humidity	BP
GO:0098517	detection of low humidity	BP
GO:0098518	polynucleotide phosphatase activity	MF
GO:0098519	nucleotide phosphatase activity acting on free nucleotides	MF
GO:0098520	excitatory neuromuscular junction	CC
GO:0098521	inhibitory neuromuscular junction	CC
GO:0098522	neuromuscular junction of skeletal muscle fiber	CC
GO:0098523	neuromuscular junction of myotube	CC
GO:0098524	neuromuscular junction of somatic muscle myotube	CC
GO:0098525	excitatory neuromuscular junction of somatic myotube	CC
GO:0098526	inhibitory neuromuscular junction of somatic myotube	CC
GO:0098527	neuromuscular junction of somatic muscle	CC
GO:0098528	skeletal muscle fiber differentiation	BP
GO:0098529	neuromuscular junction development skeletal muscle fiber	BP
GO:0098530	positive regulation of strand invasion	BP
GO:0098531	ligand activated transcription factor activity	MF
GO:0098532	histone h3 k27 trimethylation	BP
GO:0098533	atpase dependent transmembrane transport complex	CC
GO:0098534	centriole assembly	BP
GO:0098535	de novo centriole assembly involved in multi ciliated epithelial cell differentiation	BP
GO:0098536	deuterosome	CC
GO:0098537	lobed nucleus	CC
GO:0098538	lumenal side of transport vesicle membrane	CC
GO:0098539	cytoplasmic side of transport vesicle membrane	CC
GO:0098540	lumenal side of trans golgi network transport vesicle membrane	CC
GO:0098541	cytoplasmic side of trans golgi network transport vesicle membrane	CC
GO:0098542	defense response to other organism	BP
GO:0098543	detection of other organism	BP
GO:0098544	maintenance of protein complex location	BP
GO:0098545	maintenance of protein complex location in cytoplasm	BP
GO:0098546	2 5 3 5 cyclic gmp amp binding	MF
GO:0098547	lumenal side of golgi membrane	CC
GO:0098548	cytoplasmic side of golgi membrane	CC
GO:0098549	somatic ring canal	CC
GO:0098550	lumenal side of early endosome membrane	CC
GO:0098551	lumenal side of late endosome membrane	CC
GO:0098552	side of membrane	CC
GO:0098553	lumenal side of endoplasmic reticulum membrane	CC
GO:0098554	cytoplasmic side of endoplasmic reticulum membrane	CC
GO:0098555	lumenal side of rough endoplasmic reticulum membrane	CC
GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	CC
GO:0098557	cytoplasmic side of smooth endoplasmic reticulum membrane	CC
GO:0098558	lumenal side of smooth endoplasmic reticulum membrane	CC
GO:0098559	cytoplasmic side of early endosome membrane	CC
GO:0098560	cytoplasmic side of late endosome membrane	CC
GO:0098561	methyl accepting chemotaxis protein complex	CC
GO:0098562	cytoplasmic side of membrane	CC
GO:0098563	intrinsic component of synaptic vesicle membrane	CC
GO:0098564	trans golgi network transport vesicle lumen	CC
GO:0098565	lumenal side of endosome membrane	CC
GO:0098566	transport vesicle lumen	CC
GO:0098567	periplasmic side of plasma membrane	CC
GO:0098568	external side of mycolate outer membrane	CC
GO:0098569	internal side of mycolate outer membrane	CC
GO:0098570	stromal side of plastid inner membrane	CC
GO:0098571	lumenal side of plastid thylakoid membrane	CC
GO:0098572	stromal side of plastid thylakoid membrane	CC
GO:0098573	intrinsic component of mitochondrial membrane	CC
GO:0098574	cytoplasmic side of lysosomal membrane	CC
GO:0098575	lumenal side of lysosomal membrane	CC
GO:0098576	lumenal side of membrane	CC
GO:0098577	inactive sex chromosome	CC
GO:0098578	condensed chromatin of inactivated sex chromosome	CC
GO:0098579	active sex chromosome	CC
GO:0098580	chromatin of active sex chromosome	CC
GO:0098581	detection of external biotic stimulus	BP
GO:0098582	innate vocalization behavior	BP
GO:0098583	learned vocalization behavior	BP
GO:0098584	host cell synaptic vesicle	CC
GO:0098585	host cell synaptic vesicle membrane	CC
GO:0098586	cellular response to virus	BP
GO:0098588	bounding membrane of organelle	CC
GO:0098589	membrane region	CC
GO:0098590	plasma membrane region	CC
GO:0098591	external side of apical plasma membrane	CC
GO:0098592	cytoplasmic side of apical plasma membrane	CC
GO:0098593	goblet cell theca	CC
GO:0098594	mucin granule	CC
GO:0098595	perivitelline space	CC
GO:0098596	imitative learning	BP
GO:0098597	observational learning	BP
GO:0098598	learned vocalization behavior or vocal learning	BP
GO:0098599	palmitoyl hydrolase activity	MF
GO:0098600	selenomethionine gamma lyase activity	MF
GO:0098601	selenomethionine adenosyltransferase activity	MF
GO:0098603	selenol se methyltransferase activity	MF
GO:0098604	adenosylselenohomocysteinase activity	MF
GO:0098605	selenocystathionine beta synthase activity	MF
GO:0098606	selenocystathionine gamma lyase activity	MF
GO:0098607	methylselenocysteine deselenhydrase activity	MF
GO:0098608	methylselenol demethylase activity	MF
GO:0098609	cell cell adhesion	BP
GO:0098610	adhesion between unicellular organisms	BP
GO:0098611	cell cell adhesion involved in galactose specific flocculation	BP
GO:0098612	cell cell adhesion involved in mannose specific flocculation	BP
GO:0098613	methaneselenol methyltransferase activity	MF
GO:0098614	hydrogen selenide methyltransferase activity	MF
GO:0098615	dimethyl selenide methyltransferase activity	MF
GO:0098616	selenate adenylyltransferase atp activity	MF
GO:0098617	adenylylselenate kinase activity	MF
GO:0098618	selenomethionine trna ligase activity	MF
GO:0098619	selenocysteine trna ligase activity	MF
GO:0098620	seryl selenocysteinyl trna kinase activity	MF
GO:0098621	phosphoseryl selenocysteinyl trna selenium transferase activity	MF
GO:0098622	selenodiglutathione disulfide reductase activity	MF
GO:0098623	selenite reductase activity	MF
GO:0098624	3 phosphoadenylylselenate reductase activity	MF
GO:0098625	methylselenol reductase activity	MF
GO:0098626	methylseleninic acid reductase activity	MF
GO:0098627	protein arginine phosphatase activity	MF
GO:0098628	peptidyl n phospho arginine dephosphorylation	BP
GO:0098629	trans golgi network membrane organization	BP
GO:0098630	aggregation of unicellular organisms	BP
GO:0098631	cell adhesion mediator activity	MF
GO:0098632	cell cell adhesion mediator activity	MF
GO:0098633	collagen fibril binding	MF
GO:0098634	cell matrix adhesion mediator activity	MF
GO:0098635	protein complex involved in cell cell adhesion	CC
GO:0098636	protein complex involved in cell adhesion	CC
GO:0098637	protein complex involved in cell matrix adhesion	CC
GO:0098638	laminin binding involved in cell matrix adhesion	MF
GO:0098639	collagen binding involved in cell matrix adhesion	MF
GO:0098640	integrin binding involved in cell matrix adhesion	MF
GO:0098641	cadherin binding involved in cell cell adhesion	MF
GO:0098642	network forming collagen trimer	CC
GO:0098643	banded collagen fibril	CC
GO:0098644	complex of collagen trimers	CC
GO:0098645	collagen network	CC
GO:0098646	collagen sheet	CC
GO:0098647	collagen beaded filament	CC
GO:0098648	collagen anchoring fibril	CC
GO:0098649	response to peptidyl dipeptidase a inhibitor	BP
GO:0098650	peptidyl proline 4 dioxygenase binding	MF
GO:0098651	basement membrane collagen trimer	CC
GO:0098652	collagen type vii anchoring fibril	CC
GO:0098653	centromere clustering	BP
GO:0098654	cenp a recruiting complex	CC
GO:0098655	cation transmembrane transport	BP
GO:0098656	anion transmembrane transport	BP
GO:0098657	import into cell	BP
GO:0098658	inorganic anion import across plasma membrane	BP
GO:0098659	inorganic cation import across plasma membrane	BP
GO:0098660	inorganic ion transmembrane transport	BP
GO:0098661	inorganic anion transmembrane transport	BP
GO:0098662	inorganic cation transmembrane transport	BP
GO:0098664	g protein coupled serotonin receptor signaling pathway	BP
GO:0098665	serotonin receptor complex	CC
GO:0098666	g protein coupled serotonin receptor complex	CC
GO:0098669	superinfection exclusion	BP
GO:0098670	entry receptor mediated virion attachment to host cell	BP
GO:0098671	adhesion receptor mediated virion attachment to host cell	BP
GO:0098672	evasion by virus of crispr cas system	BP
GO:0098673	inhibition of host dna replication by virus	BP
GO:0098674	extrinsic component of neuronal dense core vesicle membrane	CC
GO:0098675	intrinsic component of neuronal dense core vesicle membrane	CC
GO:0098676	modulation of host virulence by virus	BP
GO:0098677	virion maturation	BP
GO:0098678	viral tropism switching	BP
GO:0098679	regulation of carbohydrate catabolic process by regulation of transcription from rna polymerase ii promoter	BP
GO:0098680	template free rna nucleotidyltransferase	MF
GO:0098681	synaptic ribbon	CC
GO:0098682	arciform density	CC
GO:0098683	cochlear hair cell ribbon synapse	CC
GO:0098684	photoreceptor ribbon synapse	CC
GO:0098685	schaffer collateral ca1 synapse	CC
GO:0098686	hippocampal mossy fiber to ca3 synapse	CC
GO:0098687	chromosomal region	CC
GO:0098688	parallel fiber to purkinje cell synapse	CC
GO:0098689	latency replication decision	BP
GO:0098690	glycinergic synapse	CC
GO:0098691	dopaminergic synapse	CC
GO:0098692	noradrenergic synapse	CC
GO:0098693	regulation of synaptic vesicle cycle	BP
GO:0098694	regulation of synaptic vesicle budding from presynaptic endocytic zone membrane	BP
GO:0098695	inositol 1 4 5 trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels	MF
GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	BP
GO:0098697	ryanodine sensitive calcium release channel activity involved in regulation of postsynaptic cytosolic calcium levels	MF
GO:0098698	postsynaptic specialization assembly	BP
GO:0098699	structural constituent of presynaptic actin cytoskeleton	MF
GO:0098700	neurotransmitter loading into synaptic vesicle	BP
GO:0098702	adenine import across plasma membrane	BP
GO:0098703	calcium ion import across plasma membrane	BP
GO:0098704	carbohydrate import across plasma membrane	BP
GO:0098705	copper ion import across plasma membrane	BP
GO:0098706	iron ion import across cell outer membrane	BP
GO:0098708	glucose import across plasma membrane	BP
GO:0098709	glutathione import across plasma membrane	BP
GO:0098710	guanine import across plasma membrane	BP
GO:0098711	iron ion import across plasma membrane	BP
GO:0098712	l glutamate import across plasma membrane	BP
GO:0098713	leucine import across plasma membrane	BP
GO:0098714	malate import across plasma membrane	BP
GO:0098715	malonic acid import across plasma membrane	BP
GO:0098716	nickel cation import across plasma membrane	BP
GO:0098717	pantothenate import across plasma membrane	BP
GO:0098718	serine import across plasma membrane	BP
GO:0098719	sodium ion import across plasma membrane	BP
GO:0098720	succinate import across plasma membrane	BP
GO:0098721	uracil import across plasma membrane	BP
GO:0098722	asymmetric stem cell division	BP
GO:0098723	skeletal muscle myofibril	CC
GO:0098724	symmetric stem cell division	BP
GO:0098725	symmetric cell division	BP
GO:0098726	symmetric division of skeletal muscle satellite stem cell	BP
GO:0098727	maintenance of cell number	BP
GO:0098728	germline stem cell asymmetric division	BP
GO:0098729	germline stem cell symmetric division	BP
GO:0098730	male germline stem cell symmetric division	BP
GO:0098731	skeletal muscle satellite stem cell maintenance involved in skeletal muscle regeneration	BP
GO:0098732	macromolecule deacylation	BP
GO:0098733	hemidesmosome associated protein complex	CC
GO:0098734	macromolecule depalmitoylation	BP
GO:0098735	positive regulation of the force of heart contraction	BP
GO:0098736	negative regulation of the force of heart contraction	BP
GO:0098737	protein insertion into plasma membrane	BP
GO:0098739	import across plasma membrane	BP
GO:0098740	multi organism cell adhesion	BP
GO:0098741	adhesion between unicellular organisms via cell wall interaction	BP
GO:0098742	cell cell adhesion via plasma membrane adhesion molecules	BP
GO:0098743	cell aggregation	BP
GO:0098744	1 phosphatidylinositol 4 kinase activator activity	MF
GO:0098745	dcp1 dcp2 complex	CC
GO:0098746	fast calcium ion dependent exocytosis of neurotransmitter	BP
GO:0098747	slow calcium ion dependent exocytosis of neurotransmitter	BP
GO:0098748	endocytic adaptor activity	MF
GO:0098749	cerebellar neuron development	BP
GO:0098750	fyxd domain binding	MF
GO:0098751	bone cell development	BP
GO:0098752	integral component of the cytoplasmic side of the plasma membrane	CC
GO:0098753	anchored component of the cytoplasmic side of the plasma membrane	CC
GO:0098754	detoxification	BP
GO:0098755	maintenance of seed dormancy by absisic acid	BP
GO:0098756	response to interleukin 21	BP
GO:0098757	cellular response to interleukin 21	BP
GO:0098758	response to interleukin 8	BP
GO:0098759	cellular response to interleukin 8	BP
GO:0098760	response to interleukin 7	BP
GO:0098761	cellular response to interleukin 7	BP
GO:0098762	meiotic cell cycle phase	BP
GO:0098763	mitotic cell cycle phase	BP
GO:0098764	meiosis i cell cycle phase	BP
GO:0098765	meiosis ii cell cycle phase	BP
GO:0098768	meiotic prometaphase i	BP
GO:0098769	timp family protein binding	MF
GO:0098770	fbxo family protein binding	MF
GO:0098771	inorganic ion homeostasis	BP
GO:0098772	molecular function regulator	MF
GO:0098773	skin epidermis development	BP
GO:0098774	curli	CC
GO:0098775	curli assembly	BP
GO:0098776	protein transport across the cell outer membrane	BP
GO:0098777	protein secretion by the type viii secretion system	BP
GO:0098778	curli subunit secretion coupled to curli assembly	BP
GO:0098779	positive regulation of mitophagy in response to mitochondrial depolarization	BP
GO:0098780	response to mitochondrial depolarisation	BP
GO:0098781	ncrna transcription	BP
GO:0098782	mechanosensitived potassium channel activity	MF
GO:0098783	repair of mitotic merotelic kinetochore attachment defect	BP
GO:0098784	biofilm matrix organization	BP
GO:0098785	biofilm matrix assembly	BP
GO:0098786	biofilm matrix disassembly	BP
GO:0098787	mrna cleavage involved in mrna processing	BP
GO:0098788	dendritic knob	CC
GO:0098789	pre mrna cleavage required for polyadenylation	BP
GO:0098790	ncrna transcription associated with protein coding gene tss tes	BP
GO:0098791	golgi subcompartment	CC
GO:0098792	xenophagy	BP
GO:0098793	presynapse	CC
GO:0098794	postsynapse	CC
GO:0098795	mrna cleavage involved in gene silencing	BP
GO:0098796	membrane protein complex	CC
GO:0098797	plasma membrane protein complex	CC
GO:0098798	mitochondrial protein complex	CC
GO:0098799	outer mitochondrial membrane protein complex	CC
GO:0098800	inner mitochondrial membrane protein complex	CC
GO:0098801	regulation of renal system process	BP
GO:0098802	plasma membrane receptor complex	CC
GO:0098803	respiratory chain complex	CC
GO:0098804	non motile cilium membrane	CC
GO:0098805	whole membrane	CC
GO:0098806	deadenylation involved in gene silencing by mirna	BP
GO:0098807	chloroplast thylakoid membrane protein complex	CC
GO:0098808	mrna cap binding	MF
GO:0098809	nitrite reductase activity	MF
GO:0098810	neurotransmitter reuptake	BP
GO:0098812	nuclear rrna polyadenylation involved in polyadenylation dependent rrna catabolic process	BP
GO:0098813	nuclear chromosome segregation	BP
GO:0098814	spontaneous synaptic transmission	BP
GO:0098815	modulation of excitatory postsynaptic potential	BP
GO:0098816	mini excitatory postsynaptic potential	BP
GO:0098817	evoked excitatory postsynaptic potential	BP
GO:0098818	hyperpolarization of postsynaptic membrane	BP
GO:0098819	depolarization of postsynaptic membrane	BP
GO:0098820	trans synaptic protein complex	CC
GO:0098821	bmp receptor activity	MF
GO:0098822	peptidyl cysteine modification to l cysteine persulfide	BP
GO:0098823	peptidyl cysteine modification to s amindino l cysteine	BP
GO:0098824	peptidyl cysteine sulfation	BP
GO:0098825	peptidyl histidine guanylation	BP
GO:0098826	endoplasmic reticulum tubular network membrane	CC
GO:0098827	endoplasmic reticulum subcompartment	CC
GO:0098828	modulation of inhibitory postsynaptic potential	BP
GO:0098829	intestinal folate absorption	BP
GO:0098830	presynaptic endosome	CC
GO:0098831	presynaptic active zone cytoplasmic component	CC
GO:0098832	peri centrosomal recycling endosome	CC
GO:0098833	presynaptic endocytic zone	CC
GO:0098834	presynaptic endocytic zone cytoplasmic component	CC
GO:0098835	presynaptic endocytic zone membrane	CC
GO:0098836	cytoskeleton of dendritic spine	CC
GO:0098837	postsynaptic recycling endosome	CC
GO:0098838	folate transmembrane transport	BP
GO:0098839	postsynaptic density membrane	CC
GO:0098840	protein transport along microtubule	BP
GO:0098841	protein localization to cell division site after cytokinesis	BP
GO:0098842	postsynaptic early endosome	CC
GO:0098843	postsynaptic endocytic zone	CC
GO:0098844	postsynaptic endocytic zone membrane	CC
GO:0098845	postsynaptic endosome	CC
GO:0098846	podocyte foot	CC
GO:0098847	sequence specific single stranded dna binding	MF
GO:0098848	alpha d ribose 1 methylphosphonate 5 phosphate c p lyase activity	MF
GO:0098849	cellular detoxification of cadmium ion	BP
GO:0098850	extrinsic component of synaptic vesicle membrane	CC
GO:0098851	double stranded mirna binding	MF
GO:0098852	lytic vacuole membrane	CC
GO:0098853	endoplasmic reticulum vacuole membrane contact site	CC
GO:0098854	podocyte primary projection	CC
GO:0098855	hcn channel complex	CC
GO:0098856	intestinal lipid absorption	BP
GO:0098857	membrane microdomain	CC
GO:0098858	actin based cell projection	CC
GO:0098859	actin filament bundle of actin based cell projection	CC
GO:0098860	actin filament bundle of stereocilium	CC
GO:0098861	actin filament bundle of filopodium	CC
GO:0098862	cluster of actin based cell projections	CC
GO:0098863	nuclear migration by microtubule mediated pushing forces	BP
GO:0098864	modification by symbiont of host tight cell cell junction	BP
GO:0098865	modification by symbiont of host bicellular tight junctions	BP
GO:0098866	multivesicular body fusion to apical plasma membrane	BP
GO:0098867	intramembranous bone growth	BP
GO:0098868	bone growth	BP
GO:0098869	cellular oxidant detoxification	BP
GO:0098870	action potential propagation	BP
GO:0098871	postsynaptic actin cytoskeleton	CC
GO:0098872	g protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration	MF
GO:0098873	neuronal action potential back propagation	BP
GO:0098874	spike train	BP
GO:0098875	epididymosome	CC
GO:0098876	vesicle mediated transport to the plasma membrane	BP
GO:0098877	neurotransmitter receptor transport to plasma membrane	BP
GO:0098878	neurotransmitter receptor complex	CC
GO:0098879	structural constituent of postsynaptic specialization	MF
GO:0098880	maintenance of postsynaptic specialization structure	BP
GO:0098881	exocytic insertion of neurotransmitter receptor to plasma membrane	BP
GO:0098882	structural constituent of presynaptic active zone	MF
GO:0098883	synapse pruning	BP
GO:0098884	postsynaptic neurotransmitter receptor internalization	BP
GO:0098885	modification of postsynaptic actin cytoskeleton	BP
GO:0098886	modification of dendritic spine	BP
GO:0098887	neurotransmitter receptor transport endosome to postsynaptic membrane	BP
GO:0098888	extrinsic component of presynaptic membrane	CC
